"ID";"Reisebericht";"Koordinate";"Stand";"Jahrvon";"Jahrbis"
1;1;981;1;1803;1807
2;1;1032;1;1803;1807
3;1;1131;1;1803;1807
4;1;1183;1;1803;1807
5;2;981;1;1803;1807
6;2;1032;1;1803;1807
7;2;1131;1;1803;1807
8;2;1182;1;1803;1807
9;3;981;1;1803;1807
10;3;1032;1;1803;1807
11;3;1131;1;1803;1807
12;3;1182;1;1803;1807
13;4;981;1;1803;1807
14;4;1032;1;1803;1807
15;4;1131;1;1803;1807
16;4;1182;1;1803;1807
17;5;981;2;1803;1807
18;5;1032;2;1803;1807
19;5;1131;2;1803;1807
20;5;1182;2;1803;1807
21;6;169;1;1900;1900
22;6;219;1;1900;1900
23;6;220;1;1900;1900
24;6;272;1;1900;1900
25;6;274;1;1900;1900
26;6;326;1;1900;1900
27;6;371;1;1900;1900
28;6;479;1;1900;1900
29;7;293;1;1160;1174
30;7;294;1;1160;1174
31;8;293;2;1160;1174
32;8;294;2;1160;1174
33;11;293;2;1273;1321
34;11;294;2;1273;1321
35;11;497;2;1273;1321
36;11;832;2;1273;1321
37;11;833;2;1273;1321
38;11;884;2;1273;1321
39;11;935;2;1273;1321
40;12;293;2;1834;1884
41;12;294;2;1834;1884
42;15;293;1;1166;1166
43;15;294;1;1166;1166
44;15;825;1;1166;1166
45;15;826;1;1166;1166
46;15;827;1;1166;1166
47;15;875;1;1166;1166
48;15;876;1;1166;1166
49;15;877;1;1166;1166
50;15;878;1;1166;1166
51;15;879;1;1166;1166
52;15;880;1;1166;1166
53;15;925;1;1166;1166
54;15;926;1;1166;1166
55;15;927;1;1166;1166
56;15;928;1;1166;1166
57;15;929;1;1166;1166
58;15;930;1;1166;1166
59;15;931;1;1166;1166
60;15;932;1;1166;1166
61;15;933;1;1166;1166
62;15;977;1;1166;1166
63;15;978;1;1166;1166
64;15;979;1;1166;1166
65;15;980;1;1166;1166
66;15;981;1;1166;1166
67;15;982;1;1166;1166
68;15;983;1;1166;1166
69;15;984;1;1166;1166
70;15;985;1;1166;1166
71;15;1029;1;1166;1166
72;15;1030;1;1166;1166
73;15;1031;1;1166;1166
74;15;1032;1;1166;1166
75;15;1033;1;1166;1166
76;15;1034;1;1166;1166
77;15;1080;1;1166;1166
78;15;1081;1;1166;1166
79;15;1082;1;1166;1166
80;15;1083;1;1166;1166
81;15;1084;1;1166;1166
82;15;1085;1;1166;1166
83;15;1131;1;1166;1166
84;15;1132;1;1166;1166
85;15;1133;1;1166;1166
86;15;1134;1;1166;1166
87;15;1135;1;1166;1166
88;15;1136;1;1166;1166
89;15;1137;1;1166;1166
90;15;1183;1;1166;1166
91;15;1185;1;1166;1166
92;15;1186;1;1166;1166
93;15;1187;1;1166;1166
94;15;1188;1;1166;1166
95;15;1236;1;1166;1166
96;15;1239;1;1166;1166
97;17;537;1;1789;1839
98;19;437;2;1835;1835
99;19;885;2;1835;1835
100;19;931;2;1835;1835
101;19;934;2;1835;1835
102;19;983;2;1835;1835
103;19;1042;2;1835;1835
104;19;1044;2;1835;1835
105;21;293;1;1845;1845
106;21;294;1;1845;1845
107;21;847;1;1845;1845
108;21;1258;1;1845;1845
109;21;1259;1;1845;1845
110;21;1308;1;1845;1845
111;21;1309;1;1845;1845
112;21;1310;1;1845;1845
113;21;1360;1;1845;1845
114;23;932;2;1759;1809
115;23;1103;2;1759;1809
116;23;1205;2;1759;1809
117;23;1212;2;1759;1809
118;23;1258;2;1759;1809
119;23;1259;2;1759;1809
120;23;1309;2;1759;1809
121;23;1310;2;1759;1809
122;23;1316;2;1759;1809
123;24;293;1;1838;1838
124;24;294;1;1838;1838
125;24;343;1;1838;1838
126;24;344;1;1838;1838
127;25;293;1;0;0
128;25;294;1;0;0
129;26;293;1;1828;1829
130;26;294;1;1828;1829
131;26;511;1;1828;1829
132;26;512;1;1828;1829
133;26;562;1;1828;1829
134;26;563;1;1828;1829
135;26;614;1;1828;1829
136;26;615;1;1828;1829
137;26;825;1;1828;1829
138;26;826;1;1828;1829
139;26;827;1;1828;1829
140;26;875;1;1828;1829
141;26;876;1;1828;1829
142;26;877;1;1828;1829
143;26;878;1;1828;1829
144;26;879;1;1828;1829
145;26;880;1;1828;1829
146;26;884;1;1828;1829
147;26;925;1;1828;1829
148;26;926;1;1828;1829
149;26;927;1;1828;1829
150;26;928;1;1828;1829
151;26;929;1;1828;1829
152;26;930;1;1828;1829
153;26;931;1;1828;1829
154;26;932;1;1828;1829
155;26;933;1;1828;1829
156;26;935;1;1828;1829
157;26;977;1;1828;1829
158;26;978;1;1828;1829
159;26;979;1;1828;1829
160;26;980;1;1828;1829
161;26;981;1;1828;1829
162;26;982;1;1828;1829
163;26;983;1;1828;1829
164;26;984;1;1828;1829
165;26;985;1;1828;1829
166;26;1029;1;1828;1829
167;26;1030;1;1828;1829
168;26;1031;1;1828;1829
169;26;1032;1;1828;1829
170;26;1033;1;1828;1829
171;26;1034;1;1828;1829
172;26;1080;1;1828;1829
173;26;1081;1;1828;1829
174;26;1082;1;1828;1829
175;26;1083;1;1828;1829
176;26;1084;1;1828;1829
177;26;1085;1;1828;1829
178;26;1131;1;1828;1829
179;26;1132;1;1828;1829
180;26;1133;1;1828;1829
181;26;1134;1;1828;1829
182;26;1135;1;1828;1829
183;26;1136;1;1828;1829
184;26;1137;1;1828;1829
185;26;1183;1;1828;1829
186;26;1185;1;1828;1829
187;26;1186;1;1828;1829
188;26;1187;1;1828;1829
189;26;1188;1;1828;1829
190;26;1236;1;1828;1829
191;26;1239;1;1828;1829
192;27;825;1;1791;1841
193;27;826;1;1791;1841
194;27;827;1;1791;1841
195;27;875;1;1791;1841
196;27;876;1;1791;1841
197;27;877;1;1791;1841
198;27;878;1;1791;1841
199;27;879;1;1791;1841
200;27;880;1;1791;1841
201;27;884;1;1791;1841
202;27;885;1;1791;1841
203;27;886;1;1791;1841
204;27;925;1;1791;1841
205;27;926;1;1791;1841
206;27;927;1;1791;1841
207;27;928;1;1791;1841
208;27;929;1;1791;1841
209;27;930;1;1791;1841
210;27;931;1;1791;1841
211;27;932;1;1791;1841
212;27;933;1;1791;1841
213;27;935;1;1791;1841
214;27;936;1;1791;1841
215;27;937;1;1791;1841
216;27;977;1;1791;1841
217;27;978;1;1791;1841
218;27;979;1;1791;1841
219;27;980;1;1791;1841
220;27;981;1;1791;1841
221;27;982;1;1791;1841
222;27;983;1;1791;1841
223;27;984;1;1791;1841
224;27;985;1;1791;1841
225;27;987;1;1791;1841
226;27;988;1;1791;1841
227;27;1029;1;1791;1841
228;27;1030;1;1791;1841
229;27;1031;1;1791;1841
230;27;1032;1;1791;1841
231;27;1033;1;1791;1841
232;27;1034;1;1791;1841
233;27;1080;1;1791;1841
234;27;1081;1;1791;1841
235;27;1082;1;1791;1841
236;27;1083;1;1791;1841
237;27;1084;1;1791;1841
238;27;1085;1;1791;1841
239;27;1131;1;1791;1841
240;27;1132;1;1791;1841
241;27;1133;1;1791;1841
242;27;1134;1;1791;1841
243;27;1135;1;1791;1841
244;27;1136;1;1791;1841
245;27;1137;1;1791;1841
246;27;1183;1;1791;1841
247;27;1185;1;1791;1841
248;27;1186;1;1791;1841
249;27;1187;1;1791;1841
250;27;1188;1;1791;1841
251;27;1236;1;1791;1841
252;27;1239;1;1791;1841
253;29;293;2;1393;1393
254;29;294;2;1393;1393
255;31;293;1;1800;1850
256;31;294;1;1800;1850
257;33;293;1;1827;1877
258;33;294;1;1827;1877
259;34;293;2;1827;1877
260;34;294;2;1827;1877
261;35;182;1;1612;1613
262;35;293;1;1612;1613
263;35;294;1;1612;1613
264;35;449;1;1612;1613
265;35;450;1;1612;1613
266;36;182;2;1612;1613
267;36;293;2;1612;1613
268;36;294;2;1612;1613
269;36;449;2;1612;1613
270;36;450;2;1612;1613
271;40;827;1;1829;1829
272;40;876;1;1829;1829
273;40;878;1;1829;1829
274;40;923;1;1829;1829
275;40;924;1;1829;1829
276;40;925;1;1829;1829
277;40;932;1;1829;1829
278;40;934;1;1829;1829
279;40;935;1;1829;1829
280;40;974;1;1829;1829
281;40;975;1;1829;1829
282;40;978;1;1829;1829
283;40;980;1;1829;1829
284;40;981;1;1829;1829
285;40;982;1;1829;1829
286;40;983;1;1829;1829
287;40;985;1;1829;1829
288;40;986;1;1829;1829
289;40;991;1;1829;1829
290;40;992;1;1829;1829
291;40;993;1;1829;1829
292;40;1030;1;1829;1829
293;40;1031;1;1829;1829
294;40;1032;1;1829;1829
295;40;1033;1;1829;1829
296;40;1034;1;1829;1829
297;40;1035;1;1829;1829
298;40;1036;1;1829;1829
299;40;1037;1;1829;1829
300;40;1042;1;1829;1829
301;40;1083;1;1829;1829
302;40;1086;1;1829;1829
303;40;1131;1;1829;1829
304;40;1135;1;1829;1829
305;40;1185;1;1829;1829
306;40;1186;1;1829;1829
307;40;1188;1;1829;1829
308;40;1236;1;1829;1829
309;41;271;1;1812;1826
310;41;272;1;1812;1826
311;41;273;1;1812;1826
312;41;274;1;1812;1826
313;41;275;1;1812;1826
314;41;276;1;1812;1826
315;41;277;1;1812;1826
316;41;278;1;1812;1826
317;41;279;1;1812;1826
318;41;280;1;1812;1826
319;41;281;1;1812;1826
320;41;282;1;1812;1826
321;41;283;1;1812;1826
322;41;293;1;1812;1826
323;41;294;1;1812;1826
324;41;323;1;1812;1826
325;41;324;1;1812;1826
326;41;325;1;1812;1826
327;41;326;1;1812;1826
328;41;327;1;1812;1826
329;41;328;1;1812;1826
330;41;329;1;1812;1826
331;41;330;1;1812;1826
332;41;331;1;1812;1826
333;41;332;1;1812;1826
334;41;333;1;1812;1826
335;41;344;1;1812;1826
336;41;345;1;1812;1826
337;42;271;1;1812;1826
338;42;272;1;1812;1826
339;42;273;1;1812;1826
340;42;274;1;1812;1826
341;42;275;1;1812;1826
342;42;276;1;1812;1826
343;42;277;1;1812;1826
344;42;278;1;1812;1826
345;42;279;1;1812;1826
346;42;280;1;1812;1826
347;42;281;1;1812;1826
348;42;282;1;1812;1826
349;42;283;1;1812;1826
350;42;293;1;1812;1826
351;42;294;1;1812;1826
352;42;323;1;1812;1826
353;42;324;1;1812;1826
354;42;325;1;1812;1826
355;42;326;1;1812;1826
356;42;327;1;1812;1826
357;42;328;1;1812;1826
358;42;329;1;1812;1826
359;42;330;1;1812;1826
360;42;331;1;1812;1826
361;42;332;1;1812;1826
362;42;333;1;1812;1826
363;42;344;1;1812;1826
364;42;345;1;1812;1826
365;43;293;2;1814;1814
366;43;294;2;1814;1814
367;45;293;1;1602;1605
368;45;294;1;1602;1605
369;45;935;1;1602;1605
370;47;371;1;1812;1812
371;47;876;1;1812;1812
372;47;884;1;1812;1812
373;47;923;1;1812;1812
374;47;924;1;1812;1812
375;47;935;1;1812;1812
376;47;974;1;1812;1812
377;47;975;1;1812;1812
378;49;293;1;1827;1877
379;49;294;1;1827;1877
380;51;293;1;1810;1860
381;51;294;1;1810;1860
382;52;884;1;1810;1860
383;52;935;1;1810;1860
384;53;694;1;1751;1801
385;53;791;1;1751;1801
386;53;792;1;1751;1801
387;53;842;1;1751;1801
388;53;843;1;1751;1801
389;53;847;1;1751;1801
390;53;884;1;1751;1801
391;53;885;1;1751;1801
392;53;886;1;1751;1801
393;53;893;1;1751;1801
394;53;894;1;1751;1801
395;53;934;1;1751;1801
396;53;935;1;1751;1801
397;53;936;1;1751;1801
398;53;937;1;1751;1801
399;53;985;1;1751;1801
400;53;986;1;1751;1801
401;53;987;1;1751;1801
402;53;988;1;1751;1801
403;55;293;1;1839;1838
404;55;294;1;1839;1838
405;56;293;1;1793;1793
406;56;294;1;1793;1793
407;57;692;1;1804;1854
408;58;498;1;1861;1861
409;60;884;1;1768;1818
410;60;935;1;1768;1818
411;62;884;1;0;0
412;62;935;1;0;0
413;63;511;1;1879;1880
414;63;512;1;1879;1880
415;63;562;1;1879;1880
416;63;563;1;1879;1880
417;63;614;1;1879;1880
418;63;615;1;1879;1880
419;63;884;1;1879;1880
420;63;885;1;1879;1880
421;63;932;1;1879;1880
422;63;935;1;1879;1880
423;63;982;1;1879;1880
424;63;983;1;1879;1880
425;64;293;1;1832;1832
426;64;294;1;1832;1832
427;64;720;1;1832;1832
428;64;826;1;1832;1832
429;64;851;1;1832;1832
430;64;932;1;1832;1832
431;64;984;1;1832;1832
432;64;1030;1;1832;1832
433;64;1031;1;1832;1832
434;65;825;1;1686;1686
435;65;826;1;1686;1686
436;65;827;1;1686;1686
437;65;875;1;1686;1686
438;65;876;1;1686;1686
439;65;877;1;1686;1686
440;65;878;1;1686;1686
441;65;879;1;1686;1686
442;65;880;1;1686;1686
443;65;925;1;1686;1686
444;65;926;1;1686;1686
445;65;927;1;1686;1686
446;65;928;1;1686;1686
447;65;929;1;1686;1686
448;65;930;1;1686;1686
449;65;931;1;1686;1686
450;65;932;1;1686;1686
451;65;933;1;1686;1686
452;65;977;1;1686;1686
453;65;978;1;1686;1686
454;65;979;1;1686;1686
455;65;980;1;1686;1686
456;65;981;1;1686;1686
457;65;982;1;1686;1686
458;65;983;1;1686;1686
459;65;984;1;1686;1686
460;65;985;1;1686;1686
461;65;1029;1;1686;1686
462;65;1030;1;1686;1686
463;65;1031;1;1686;1686
464;65;1032;1;1686;1686
465;65;1033;1;1686;1686
466;65;1034;1;1686;1686
467;65;1080;1;1686;1686
468;65;1081;1;1686;1686
469;65;1082;1;1686;1686
470;65;1083;1;1686;1686
471;65;1084;1;1686;1686
472;65;1085;1;1686;1686
473;65;1131;1;1686;1686
474;65;1132;1;1686;1686
475;65;1133;1;1686;1686
476;65;1134;1;1686;1686
477;65;1135;1;1686;1686
478;65;1136;1;1686;1686
479;65;1137;1;1686;1686
480;65;1183;1;1686;1686
481;65;1185;1;1686;1686
482;65;1186;1;1686;1686
483;65;1187;1;1686;1686
484;65;1188;1;1686;1686
485;65;1236;1;1686;1686
486;65;1239;1;1686;1686
487;66;791;1;1760;1810
488;66;792;1;1760;1810
489;66;842;1;1760;1810
490;66;843;1;1760;1810
491;66;893;1;1760;1810
492;66;894;1;1760;1810
493;67;825;1;1636;1686
494;67;826;1;1636;1686
495;67;827;1;1636;1686
496;67;875;1;1636;1686
497;67;876;1;1636;1686
498;67;877;1;1636;1686
499;67;878;1;1636;1686
500;67;879;1;1636;1686
501;67;880;1;1636;1686
502;67;925;1;1636;1686
503;67;926;1;1636;1686
504;67;927;1;1636;1686
505;67;928;1;1636;1686
506;67;929;1;1636;1686
507;67;930;1;1636;1686
508;67;931;1;1636;1686
509;67;932;1;1636;1686
510;67;933;1;1636;1686
511;67;977;1;1636;1686
512;67;978;1;1636;1686
513;67;979;1;1636;1686
514;67;980;1;1636;1686
515;67;981;1;1636;1686
516;67;982;1;1636;1686
517;67;983;1;1636;1686
518;67;984;1;1636;1686
519;67;985;1;1636;1686
520;67;1029;1;1636;1686
521;67;1030;1;1636;1686
522;67;1031;1;1636;1686
523;67;1032;1;1636;1686
524;67;1033;1;1636;1686
525;67;1034;1;1636;1686
526;67;1080;1;1636;1686
527;67;1081;1;1636;1686
528;67;1082;1;1636;1686
529;67;1083;1;1636;1686
530;67;1084;1;1636;1686
531;67;1085;1;1636;1686
532;67;1131;1;1636;1686
533;67;1132;1;1636;1686
534;67;1133;1;1636;1686
535;67;1134;1;1636;1686
536;67;1135;1;1636;1686
537;67;1136;1;1636;1686
538;67;1137;1;1636;1686
539;67;1183;1;1636;1686
540;67;1185;1;1636;1686
541;67;1186;1;1636;1686
542;67;1187;1;1636;1686
543;67;1188;1;1636;1686
544;67;1236;1;1636;1686
545;67;1239;1;1636;1686
546;72;825;1;1783;1833
547;72;826;1;1783;1833
548;72;827;1;1783;1833
549;72;875;1;1783;1833
550;72;876;1;1783;1833
551;72;877;1;1783;1833
552;72;878;1;1783;1833
553;72;879;1;1783;1833
554;72;880;1;1783;1833
555;72;925;1;1783;1833
556;72;926;1;1783;1833
557;72;927;1;1783;1833
558;72;928;1;1783;1833
559;72;929;1;1783;1833
560;72;930;1;1783;1833
561;72;931;1;1783;1833
562;72;932;1;1783;1833
563;72;933;1;1783;1833
564;72;977;1;1783;1833
565;72;978;1;1783;1833
566;72;979;1;1783;1833
567;72;980;1;1783;1833
568;72;981;1;1783;1833
569;72;982;1;1783;1833
570;72;983;1;1783;1833
571;72;984;1;1783;1833
572;72;985;1;1783;1833
573;72;1029;1;1783;1833
574;72;1030;1;1783;1833
575;72;1031;1;1783;1833
576;72;1032;1;1783;1833
577;72;1033;1;1783;1833
578;72;1034;1;1783;1833
579;72;1080;1;1783;1833
580;72;1081;1;1783;1833
581;72;1082;1;1783;1833
582;72;1083;1;1783;1833
583;72;1084;1;1783;1833
584;72;1085;1;1783;1833
585;72;1131;1;1783;1833
586;72;1132;1;1783;1833
587;72;1133;1;1783;1833
588;72;1134;1;1783;1833
589;72;1135;1;1783;1833
590;72;1136;1;1783;1833
591;72;1137;1;1783;1833
592;72;1183;1;1783;1833
593;72;1185;1;1783;1833
594;72;1186;1;1783;1833
595;72;1187;1;1783;1833
596;72;1188;1;1783;1833
597;72;1236;1;1783;1833
598;72;1239;1;1783;1833
599;73;1258;1;1740;1758
600;73;1259;1;1740;1758
601;73;1308;1;1740;1758
602;73;1309;1;1740;1758
603;73;1310;1;1740;1758
604;73;1360;1;1740;1758
605;75;825;1;1648;1687
606;75;826;1;1648;1687
607;75;827;1;1648;1687
608;75;875;1;1648;1687
609;75;876;1;1648;1687
610;75;877;1;1648;1687
611;75;878;1;1648;1687
612;75;879;1;1648;1687
613;75;880;1;1648;1687
614;75;925;1;1648;1687
615;75;926;1;1648;1687
616;75;927;1;1648;1687
617;75;928;1;1648;1687
618;75;929;1;1648;1687
619;75;930;1;1648;1687
620;75;931;1;1648;1687
621;75;932;1;1648;1687
622;75;933;1;1648;1687
623;75;977;1;1648;1687
624;75;978;1;1648;1687
625;75;979;1;1648;1687
626;75;980;1;1648;1687
627;75;981;1;1648;1687
628;75;982;1;1648;1687
629;75;983;1;1648;1687
630;75;984;1;1648;1687
631;75;985;1;1648;1687
632;75;1029;1;1648;1687
633;75;1030;1;1648;1687
634;75;1031;1;1648;1687
635;75;1032;1;1648;1687
636;75;1033;1;1648;1687
637;75;1034;1;1648;1687
638;75;1080;1;1648;1687
639;75;1081;1;1648;1687
640;75;1082;1;1648;1687
641;75;1083;1;1648;1687
642;75;1084;1;1648;1687
643;75;1085;1;1648;1687
644;75;1131;1;1648;1687
645;75;1132;1;1648;1687
646;75;1133;1;1648;1687
647;75;1134;1;1648;1687
648;75;1135;1;1648;1687
649;75;1136;1;1648;1687
650;75;1137;1;1648;1687
651;75;1183;1;1648;1687
652;75;1185;1;1648;1687
653;75;1186;1;1648;1687
654;75;1187;1;1648;1687
655;75;1188;1;1648;1687
656;75;1236;1;1648;1687
657;75;1239;1;1648;1687
658;77;825;1;1720;1770
659;77;826;1;1720;1770
660;77;827;1;1720;1770
661;77;875;1;1720;1770
662;77;876;1;1720;1770
663;77;877;1;1720;1770
664;77;878;1;1720;1770
665;77;879;1;1720;1770
666;77;880;1;1720;1770
667;77;925;1;1720;1770
668;77;926;1;1720;1770
669;77;927;1;1720;1770
670;77;928;1;1720;1770
671;77;929;1;1720;1770
672;77;930;1;1720;1770
673;77;931;1;1720;1770
674;77;932;1;1720;1770
675;77;933;1;1720;1770
676;77;977;1;1720;1770
677;77;978;1;1720;1770
678;77;979;1;1720;1770
679;77;980;1;1720;1770
680;77;981;1;1720;1770
681;77;982;1;1720;1770
682;77;983;1;1720;1770
683;77;984;1;1720;1770
684;77;985;1;1720;1770
685;77;1029;1;1720;1770
686;77;1030;1;1720;1770
687;77;1031;1;1720;1770
688;77;1032;1;1720;1770
689;77;1033;1;1720;1770
690;77;1034;1;1720;1770
691;77;1080;1;1720;1770
692;77;1081;1;1720;1770
693;77;1082;1;1720;1770
694;77;1083;1;1720;1770
695;77;1084;1;1720;1770
696;77;1085;1;1720;1770
697;77;1131;1;1720;1770
698;77;1132;1;1720;1770
699;77;1133;1;1720;1770
700;77;1134;1;1720;1770
701;77;1135;1;1720;1770
702;77;1136;1;1720;1770
703;77;1137;1;1720;1770
704;77;1183;1;1720;1770
705;77;1185;1;1720;1770
706;77;1186;1;1720;1770
707;77;1187;1;1720;1770
708;77;1188;1;1720;1770
709;77;1236;1;1720;1770
710;77;1239;1;1720;1770
711;78;293;1;1784;1784
712;78;294;1;1784;1784
713;79;1394;1;1743;1793
714;79;1395;1;1743;1793
715;79;1396;1;1743;1793
716;79;1445;1;1743;1793
717;79;1446;1;1743;1793
718;79;1447;1;1743;1793
719;79;1448;1;1743;1793
720;79;1449;1;1743;1793
721;79;1450;1;1743;1793
722;79;1451;1;1743;1793
723;79;1452;1;1743;1793
724;79;1453;1;1743;1793
725;79;1455;1;1743;1793
726;79;1456;1;1743;1793
727;79;1498;1;1743;1793
728;79;1499;1;1743;1793
729;79;1500;1;1743;1793
730;79;1501;1;1743;1793
731;79;1502;1;1743;1793
732;79;1503;1;1743;1793
733;79;1504;1;1743;1793
734;79;1505;1;1743;1793
735;79;1506;1;1743;1793
736;79;1507;1;1743;1793
737;79;1551;1;1743;1793
738;79;1552;1;1743;1793
739;79;1553;1;1743;1793
740;79;1554;1;1743;1793
741;85;1185;1;0;0
742;85;1236;1;0;0
743;86;293;1;1671;1721
744;86;294;1;1671;1721
745;87;1394;1;1619;1669
746;87;1395;1;1619;1669
747;87;1396;1;1619;1669
748;87;1445;1;1619;1669
749;87;1446;1;1619;1669
750;87;1447;1;1619;1669
751;87;1448;1;1619;1669
752;87;1449;1;1619;1669
753;87;1450;1;1619;1669
754;87;1451;1;1619;1669
755;87;1452;1;1619;1669
756;87;1453;1;1619;1669
757;87;1455;1;1619;1669
758;87;1456;1;1619;1669
759;87;1498;1;1619;1669
760;87;1499;1;1619;1669
761;87;1500;1;1619;1669
762;87;1501;1;1619;1669
763;87;1502;1;1619;1669
764;87;1503;1;1619;1669
765;87;1504;1;1619;1669
766;87;1505;1;1619;1669
767;87;1506;1;1619;1669
768;87;1507;1;1619;1669
769;87;1551;1;1619;1669
770;87;1552;1;1619;1669
771;87;1553;1;1619;1669
772;87;1554;1;1619;1669
773;88;884;1;1732;1782
774;88;935;1;1732;1782
775;90;293;1;1809;1812
776;90;294;1;1809;1812
777;90;1161;1;1809;1812
778;90;1162;1;1809;1812
779;90;1163;1;1809;1812
780;90;1164;1;1809;1812
781;90;1165;1;1809;1812
782;90;1166;1;1809;1812
783;90;1167;1;1809;1812
784;90;1212;1;1809;1812
785;90;1213;1;1809;1812
786;90;1214;1;1809;1812
787;90;1215;1;1809;1812
788;90;1216;1;1809;1812
789;90;1217;1;1809;1812
790;90;1218;1;1809;1812
791;90;1263;1;1809;1812
792;90;1264;1;1809;1812
793;90;1265;1;1809;1812
794;90;1266;1;1809;1812
795;90;1267;1;1809;1812
796;90;1268;1;1809;1812
797;90;1269;1;1809;1812
798;90;1315;1;1809;1812
799;90;1316;1;1809;1812
800;90;1317;1;1809;1812
801;92;512;1;1839;1834
802;92;513;1;1839;1834
803;92;514;1;1839;1834
804;92;515;1;1839;1834
805;92;516;1;1839;1834
806;92;517;1;1839;1834
807;92;518;1;1839;1834
808;92;563;1;1839;1834
809;92;564;1;1839;1834
810;92;565;1;1839;1834
811;92;566;1;1839;1834
812;92;567;1;1839;1834
813;92;568;1;1839;1834
814;92;569;1;1839;1834
815;92;615;1;1839;1834
816;92;616;1;1839;1834
817;92;617;1;1839;1834
818;92;618;1;1839;1834
819;92;619;1;1839;1834
820;92;620;1;1839;1834
821;92;668;1;1839;1834
822;92;669;1;1839;1834
823;92;670;1;1839;1834
824;92;671;1;1839;1834
825;93;266;1;1664;1714
826;93;267;1;1664;1714
827;93;268;1;1664;1714
828;93;269;1;1664;1714
829;93;270;1;1664;1714
830;93;317;1;1664;1714
831;93;318;1;1664;1714
832;93;319;1;1664;1714
833;93;320;1;1664;1714
834;93;321;1;1664;1714
835;93;322;1;1664;1714
836;93;368;1;1664;1714
837;93;369;1;1664;1714
838;93;370;1;1664;1714
839;93;371;1;1664;1714
840;93;372;1;1664;1714
841;93;373;1;1664;1714
842;93;374;1;1664;1714
843;93;375;1;1664;1714
844;93;419;1;1664;1714
845;93;420;1;1664;1714
846;93;421;1;1664;1714
847;93;471;1;1664;1714
848;93;472;1;1664;1714
849;94;293;1;1110;1111
850;94;294;1;1110;1111
851;95;293;1;1110;1111
852;95;294;1;1110;1111
853;96;293;1;1110;1111
854;96;294;1;1110;1111
855;97;293;1;1110;1111
856;97;294;1;1110;1111
857;101;828;1;1834;1835
858;101;829;1;1834;1835
859;101;876;1;1834;1835
860;101;884;1;1834;1835
861;101;932;1;1834;1835
862;101;935;1;1834;1835
863;101;1042;1;1834;1835
864;101;1258;1;1834;1835
865;101;1259;1;1834;1835
866;101;1308;1;1834;1835
867;101;1309;1;1834;1835
868;101;1310;1;1834;1835
869;101;1360;1;1834;1835
870;102;293;1;1730;1730
871;102;294;1;1730;1730
872;103;511;1;1772;1822
873;103;512;1;1772;1822
874;103;513;1;1772;1822
875;103;514;1;1772;1822
876;103;515;1;1772;1822
877;103;516;1;1772;1822
878;103;517;1;1772;1822
879;103;518;1;1772;1822
880;103;562;1;1772;1822
881;103;563;1;1772;1822
882;103;564;1;1772;1822
883;103;565;1;1772;1822
884;103;566;1;1772;1822
885;103;567;1;1772;1822
886;103;568;1;1772;1822
887;103;569;1;1772;1822
888;103;614;1;1772;1822
889;103;615;1;1772;1822
890;103;616;1;1772;1822
891;103;617;1;1772;1822
892;103;618;1;1772;1822
893;103;619;1;1772;1822
894;103;620;1;1772;1822
895;103;668;1;1772;1822
896;103;669;1;1772;1822
897;103;670;1;1772;1822
898;103;671;1;1772;1822
899;104;293;1;0;0
900;104;294;1;0;0
901;104;511;1;0;0
902;104;512;1;0;0
903;104;562;1;0;0
904;104;563;1;0;0
905;104;614;1;0;0
906;104;615;1;0;0
907;104;876;1;0;0
908;104;884;1;0;0
909;104;935;1;0;0
910;105;293;1;1788;1898
911;105;294;1;1788;1898
912;105;371;1;1788;1898
913;105;436;1;1788;1898
914;105;437;1;1788;1898
915;105;486;1;1788;1898
916;105;487;1;1788;1898
917;105;488;1;1788;1898
918;105;537;1;1788;1898
919;105;538;1;1788;1898
920;105;847;1;1788;1898
921;105;884;1;1788;1898
922;105;935;1;1788;1898
923;105;989;1;1788;1898
924;105;1044;1;1788;1898
925;105;1142;1;1788;1898
926;105;1143;1;1788;1898
927;106;266;1;1887;1887
928;106;267;1;1887;1887
929;106;268;1;1887;1887
930;106;269;1;1887;1887
931;106;270;1;1887;1887
932;106;317;1;1887;1887
933;106;318;1;1887;1887
934;106;319;1;1887;1887
935;106;320;1;1887;1887
936;106;321;1;1887;1887
937;106;322;1;1887;1887
938;106;368;1;1887;1887
939;106;369;1;1887;1887
940;106;370;1;1887;1887
941;106;371;1;1887;1887
942;106;372;1;1887;1887
943;106;373;1;1887;1887
944;106;374;1;1887;1887
945;106;375;1;1887;1887
946;106;419;1;1887;1887
947;106;420;1;1887;1887
948;106;421;1;1887;1887
949;106;471;1;1887;1887
950;106;472;1;1887;1887
951;107;293;1;1793;1793
952;107;294;1;1793;1793
953;109;845;1;1825;1826
954;109;1000;1;1825;1826
955;109;1193;1;1825;1826
956;109;1194;1;1825;1826
957;110;293;1;1874;1875
958;110;294;1;1874;1875
959;110;884;1;1874;1875
960;110;935;1;1874;1875
961;110;1042;1;1874;1875
962;111;293;1;1805;1855
963;111;294;1;1805;1855
964;111;498;1;1805;1855
965;112;931;1;1845;1846
966;112;932;1;1845;1846
967;112;981;1;1845;1846
968;112;982;1;1845;1846
969;112;983;1;1845;1846
970;112;1030;1;1845;1846
971;112;1031;1;1845;1846
972;112;1032;1;1845;1846
973;114;293;1;1680;1684
