"ID";"Reisebericht";"Koordinate";"Stand";"Jahrvon";"Jahrbis"
11021;1374;991;3;1871;1872
11022;1374;1042;3;1871;1872
11023;1375;293;2;1884;1885
11024;1375;294;2;1884;1885
11025;1375;511;2;1884;1885
11026;1375;512;2;1884;1885
11027;1375;562;2;1884;1885
11028;1375;563;2;1884;1885
11029;1375;614;2;1884;1885
11030;1375;615;2;1884;1885
11031;1375;690;2;1884;1885
11032;1375;691;2;1884;1885
11033;1375;694;2;1884;1885
11034;1375;842;2;1884;1885
11035;1375;843;2;1884;1885
11036;1375;847;2;1884;1885
11037;1375;851;2;1884;1885
11038;1375;884;2;1884;1885
11039;1375;885;2;1884;1885
11040;1375;893;2;1884;1885
11041;1375;894;2;1884;1885
11042;1375;935;2;1884;1885
11043;1375;947;2;1884;1885
11044;1375;948;2;1884;1885
11045;1375;950;2;1884;1885
11046;1375;952;2;1884;1885
11047;1375;998;2;1884;1885
11048;1375;999;2;1884;1885
11049;1375;1042;2;1884;1885
11050;1375;1049;2;1884;1885
11051;1375;1101;2;1884;1885
11052;1375;1102;2;1884;1885
11053;1375;1156;2;1884;1885
11054;1375;1157;2;1884;1885
11055;1375;1207;2;1884;1885
11056;1375;1258;2;1884;1885
11057;1375;1309;2;1884;1885
11058;1375;1310;2;1884;1885
11059;1376;833;2;1826;1826
11060;1376;847;2;1826;1826
11061;1376;981;2;1826;1826
11062;1376;982;2;1826;1826
11063;1376;983;2;1826;1826
11064;1376;1031;2;1826;1826
11065;1376;1032;2;1826;1826
11066;1376;1036;2;1826;1826
11067;1376;1082;2;1826;1826
11068;1376;1131;2;1826;1826
11069;1378;828;2;1863;1913
11070;1378;829;2;1863;1913
11071;1378;832;2;1863;1913
11072;1378;833;2;1863;1913
11073;1378;883;2;1863;1913
11074;1378;884;2;1863;1913
11075;1378;885;2;1863;1913
11076;1378;932;2;1863;1913
11077;1378;934;2;1863;1913
11078;1378;935;2;1863;1913
11079;1378;936;2;1863;1913
11080;1378;978;2;1863;1913
11081;1378;981;2;1863;1913
11082;1378;982;2;1863;1913
11083;1378;983;2;1863;1913
11084;1378;984;2;1863;1913
11085;1378;985;2;1863;1913
11086;1378;986;2;1863;1913
11087;1378;987;2;1863;1913
11088;1378;988;2;1863;1913
11089;1378;1032;2;1863;1913
11090;1378;1131;2;1863;1913
11091;1383;293;1;1832;1832
11092;1383;294;1;1832;1832
11093;1383;884;1;1832;1832
11094;1383;935;1;1832;1832
11095;1384;293;1;1826;1826
11096;1384;294;1;1826;1826
11097;1384;847;1;1826;1826
11098;1388;293;1;1828;1828
11099;1388;294;1;1828;1828
11100;1389;293;1;1826;1827
11101;1389;294;1;1826;1827
11102;1389;345;1;1826;1827
11103;1389;348;1;1826;1827
11104;1389;400;1;1826;1827
11105;1389;401;1;1826;1827
11106;1389;446;1;1826;1827
11107;1389;449;1;1826;1827
11108;1389;498;1;1826;1827
11109;1389;537;1;1826;1827
11110;1389;704;1;1826;1827
11111;1389;758;1;1826;1827
11112;1389;759;1;1826;1827
11113;1389;809;1;1826;1827
11114;1389;810;1;1826;1827
11115;1389;847;1;1826;1827
11116;1389;851;1;1826;1827
11117;1389;950;1;1826;1827
11118;1389;951;1;1826;1827
11119;1389;953;1;1826;1827
11120;1389;957;1;1826;1827
11121;1389;1001;1;1826;1827
11122;1389;1006;1;1826;1827
11123;1389;1007;1;1826;1827
11124;1389;1051;1;1826;1827
11125;1389;1052;1;1826;1827
11126;1389;1103;1;1826;1827
11127;1389;1205;1;1826;1827
11128;1394;293;1;1846;1896
11129;1394;294;1;1846;1896
11130;1400;293;2;1832;1833
11131;1400;294;2;1832;1833
11132;1400;537;2;1832;1833
11133;1400;794;2;1832;1833
11134;1400;847;2;1832;1833
11135;1401;935;2;1832;1833
11136;1401;986;2;1832;1833
11137;1401;1239;2;1832;1833
11138;1403;293;2;1832;1833
11139;1403;294;2;1832;1833
11140;1403;537;2;1832;1833
11141;1403;1259;2;1832;1833
11142;1404;935;2;1832;1833
11143;1404;1239;2;1832;1833
11144;1405;934;3;1832;1833
11145;1405;935;3;1832;1833
11146;1405;985;3;1832;1833
11147;1405;1239;3;1832;1833
11148;1405;1259;3;1832;1833
11149;1406;293;2;1832;1833
11150;1406;294;2;1832;1833
11151;1406;537;2;1832;1833
11152;1406;1259;2;1832;1833
11153;1406;1319;2;1832;1833
11154;1410;933;2;1832;1833
11155;1410;1239;2;1832;1833
11156;1411;293;2;1832;1833
11157;1411;294;2;1832;1833
11158;1411;537;2;1832;1833
11159;1411;1259;2;1832;1833
11160;1412;293;2;1832;1833
11161;1412;294;2;1832;1833
11162;1415;931;2;1876;1876
11163;1415;932;2;1876;1876
11164;1415;935;2;1876;1876
11165;1415;978;2;1876;1876
11166;1415;979;2;1876;1876
11167;1415;981;2;1876;1876
11168;1415;982;2;1876;1876
11169;1415;983;2;1876;1876
11170;1415;1030;2;1876;1876
11171;1415;1031;2;1876;1876
11172;1415;1032;2;1876;1876
11173;1416;884;3;1834;1835
11174;1416;885;3;1834;1835
11175;1416;931;3;1834;1835
11176;1416;932;3;1834;1835
11177;1416;935;3;1834;1835
11178;1416;936;3;1834;1835
11179;1416;982;3;1834;1835
11180;1416;983;3;1834;1835
11181;1417;694;2;1854;1904
11182;1417;797;2;1854;1904
11183;1417;884;2;1854;1904
11184;1417;885;2;1854;1904
11185;1417;935;2;1854;1904
11186;1417;950;2;1854;1904
11187;1417;988;2;1854;1904
11188;1417;1001;2;1854;1904
11189;1420;828;2;1896;1897
11190;1420;829;2;1896;1897
11191;1420;935;2;1896;1897
11192;1420;978;2;1896;1897
11193;1420;982;2;1896;1897
11194;1420;983;2;1896;1897
11195;1420;988;2;1896;1897
11196;1420;1042;2;1896;1897
11197;1420;1044;2;1896;1897
11198;1420;1167;2;1896;1897
11199;1420;1259;2;1896;1897
11200;1420;1395;2;1896;1897
11201;1420;1396;2;1896;1897
11202;1420;1446;2;1896;1897
11203;1420;1447;2;1896;1897
11204;1421;293;1;1845;1845
11205;1421;294;1;1845;1845
11206;1421;498;1;1845;1845
11207;1421;828;1;1845;1845
11208;1421;829;1;1845;1845
11209;1421;847;1;1845;1845
11210;1421;876;1;1845;1845
11211;1421;884;1;1845;1845
11212;1421;935;1;1845;1845
11213;1421;982;1;1845;1845
11214;1421;983;1;1845;1845
11215;1421;1081;1;1845;1845
11216;1421;1082;1;1845;1845
11217;1421;1083;1;1845;1845
11218;1421;1258;1;1845;1845
11219;1421;1259;1;1845;1845
11220;1421;1308;1;1845;1845
11221;1421;1309;1;1845;1845
11222;1421;1310;1;1845;1845
11223;1421;1360;1;1845;1845
11224;1423;432;2;1894;1894
11225;1423;433;2;1894;1894
11226;1423;484;2;1894;1894
11227;1423;485;2;1894;1894
11228;1423;533;2;1894;1894
11229;1423;534;2;1894;1894
11230;1424;266;1;1847;1897
11231;1424;267;1;1847;1897
11232;1424;268;1;1847;1897
11233;1424;269;1;1847;1897
11234;1424;270;1;1847;1897
11235;1424;271;1;1847;1897
11236;1424;272;1;1847;1897
11237;1424;273;1;1847;1897
11238;1424;274;1;1847;1897
11239;1424;275;1;1847;1897
11240;1424;276;1;1847;1897
11241;1424;277;1;1847;1897
11242;1424;278;1;1847;1897
11243;1424;279;1;1847;1897
11244;1424;280;1;1847;1897
11245;1424;281;1;1847;1897
11246;1424;282;1;1847;1897
11247;1424;283;1;1847;1897
11248;1424;317;1;1847;1897
11249;1424;318;1;1847;1897
11250;1424;319;1;1847;1897
11251;1424;320;1;1847;1897
11252;1424;321;1;1847;1897
11253;1424;322;1;1847;1897
11254;1424;323;1;1847;1897
11255;1424;324;1;1847;1897
11256;1424;325;1;1847;1897
11257;1424;326;1;1847;1897
11258;1424;327;1;1847;1897
11259;1424;328;1;1847;1897
11260;1424;329;1;1847;1897
11261;1424;330;1;1847;1897
11262;1424;331;1;1847;1897
11263;1424;332;1;1847;1897
11264;1424;333;1;1847;1897
11265;1424;368;1;1847;1897
11266;1424;369;1;1847;1897
11267;1424;370;1;1847;1897
11268;1424;371;1;1847;1897
11269;1424;372;1;1847;1897
11270;1424;373;1;1847;1897
11271;1424;374;1;1847;1897
11272;1424;375;1;1847;1897
11273;1424;377;1;1847;1897
11274;1424;378;1;1847;1897
11275;1424;379;1;1847;1897
11276;1424;419;1;1847;1897
11277;1424;420;1;1847;1897
11278;1424;421;1;1847;1897
11279;1424;471;1;1847;1897
11280;1424;472;1;1847;1897
11281;1424;479;1;1847;1897
11282;1424;483;1;1847;1897
11283;1424;533;1;1847;1897
11284;1424;534;1;1847;1897
11285;1424;638;1;1847;1897
11286;1424;639;1;1847;1897
11287;1424;640;1;1847;1897
11288;1424;689;1;1847;1897
11289;1424;690;1;1847;1897
11290;1424;691;1;1847;1897
11291;1424;692;1;1847;1897
11292;1424;742;1;1847;1897
11293;1424;847;1;1847;1897
11294;1427;293;1;1818;1819
11295;1427;294;1;1818;1819
11296;1427;791;1;1818;1819
11297;1427;792;1;1818;1819
11298;1427;825;1;1818;1819
11299;1427;826;1;1818;1819
11300;1427;827;1;1818;1819
11301;1427;842;1;1818;1819
11302;1427;843;1;1818;1819
11303;1427;875;1;1818;1819
11304;1427;876;1;1818;1819
11305;1427;877;1;1818;1819
11306;1427;878;1;1818;1819
11307;1427;879;1;1818;1819
11308;1427;880;1;1818;1819
11309;1427;884;1;1818;1819
11310;1427;893;1;1818;1819
11311;1427;894;1;1818;1819
11312;1427;925;1;1818;1819
11313;1427;926;1;1818;1819
11314;1427;927;1;1818;1819
11315;1427;928;1;1818;1819
11316;1427;929;1;1818;1819
11317;1427;930;1;1818;1819
11318;1427;931;1;1818;1819
11319;1427;932;1;1818;1819
11320;1427;933;1;1818;1819
11321;1427;935;1;1818;1819
11322;1427;977;1;1818;1819
11323;1427;978;1;1818;1819
11324;1427;979;1;1818;1819
11325;1427;980;1;1818;1819
11326;1427;981;1;1818;1819
11327;1427;982;1;1818;1819
11328;1427;983;1;1818;1819
11329;1427;984;1;1818;1819
11330;1427;985;1;1818;1819
11331;1427;989;1;1818;1819
11332;1427;1029;1;1818;1819
11333;1427;1030;1;1818;1819
11334;1427;1031;1;1818;1819
11335;1427;1032;1;1818;1819
11336;1427;1033;1;1818;1819
11337;1427;1034;1;1818;1819
11338;1427;1080;1;1818;1819
11339;1427;1081;1;1818;1819
11340;1427;1082;1;1818;1819
11341;1427;1083;1;1818;1819
11342;1427;1084;1;1818;1819
11343;1427;1085;1;1818;1819
11344;1427;1131;1;1818;1819
11345;1427;1132;1;1818;1819
11346;1427;1133;1;1818;1819
11347;1427;1134;1;1818;1819
11348;1427;1135;1;1818;1819
11349;1427;1136;1;1818;1819
11350;1427;1137;1;1818;1819
11351;1427;1183;1;1818;1819
11352;1427;1185;1;1818;1819
11353;1427;1186;1;1818;1819
11354;1427;1187;1;1818;1819
11355;1427;1188;1;1818;1819
11356;1427;1236;1;1818;1819
11357;1427;1239;1;1818;1819
11358;1428;293;3;1818;1819
11359;1428;294;3;1818;1819
11360;1428;537;3;1818;1819
11361;1428;588;3;1818;1819
11362;1428;719;3;1818;1819
11363;1428;884;3;1818;1819
11364;1428;885;3;1818;1819
11365;1428;886;3;1818;1819
11366;1428;926;3;1818;1819
11367;1428;931;3;1818;1819
11368;1428;932;3;1818;1819
11369;1428;935;3;1818;1819
11370;1428;978;3;1818;1819
11371;1428;981;3;1818;1819
11372;1428;982;3;1818;1819
11373;1428;983;3;1818;1819
11374;1428;984;3;1818;1819
11375;1428;1030;3;1818;1819
11376;1428;1031;3;1818;1819
11377;1428;1032;3;1818;1819
11378;1428;1083;3;1818;1819
11379;1429;293;1;1840;1842
11380;1429;294;1;1840;1842
11381;1429;371;1;1840;1842
11382;1429;464;1;1840;1842
11383;1429;465;1;1840;1842
11384;1429;515;1;1840;1842
11385;1429;516;1;1840;1842
11386;1429;517;1;1840;1842
11387;1429;523;1;1840;1842
11388;1429;570;1;1840;1842
11389;1429;573;1;1840;1842
11390;1430;498;1;1842;1844
11391;1430;701;1;1842;1844
11392;1430;828;1;1842;1844
11393;1430;829;1;1842;1844
11394;1430;845;1;1842;1844
11395;1430;851;1;1842;1844
11396;1430;878;1;1842;1844
11397;1430;883;1;1842;1844
11398;1430;884;1;1842;1844
11399;1430;929;1;1842;1844
11400;1430;931;1;1842;1844
11401;1430;934;1;1842;1844
11402;1430;935;1;1842;1844
11403;1430;982;1;1842;1844
11404;1430;985;1;1842;1844
11405;1430;1003;1;1842;1844
11406;1430;1042;1;1842;1844
11407;1430;1081;1;1842;1844
11408;1430;1082;1;1842;1844
11409;1430;1135;1;1842;1844
11410;1430;1186;1;1842;1844
11411;1434;833;2;1790;1840
11412;1434;834;2;1790;1840
11413;1434;884;2;1790;1840
11414;1434;885;2;1790;1840
11415;1434;935;2;1790;1840
11416;1434;936;2;1790;1840
11417;1434;987;2;1790;1840
11418;1438;884;2;1771;1821
11419;1438;885;2;1771;1821
11420;1438;935;2;1771;1821
11421;1438;936;2;1771;1821
11422;1439;675;3;1805;1806
11423;1439;929;3;1805;1806
11424;1439;931;3;1805;1806
11425;1439;978;3;1805;1806
11426;1439;982;3;1805;1806
11427;1439;983;3;1805;1806
11428;1439;984;3;1805;1806
11429;1439;985;3;1805;1806
11430;1439;1031;3;1805;1806
11431;1439;1033;3;1805;1806
11432;1439;1034;3;1805;1806
11433;1439;1035;3;1805;1806
11434;1439;1036;3;1805;1806
11435;1439;1082;3;1805;1806
11436;1439;1083;3;1805;1806
11437;1439;1085;3;1805;1806
11438;1439;1134;3;1805;1806
11439;1439;1135;3;1805;1806
11440;1439;1236;3;1805;1806
11441;1440;411;3;1805;1805
11442;1440;412;3;1805;1805
11443;1440;413;3;1805;1805
11444;1440;415;3;1805;1805
11445;1440;416;3;1805;1805
11446;1440;417;3;1805;1805
11447;1440;462;3;1805;1805
11448;1440;463;3;1805;1805
11449;1440;464;3;1805;1805
11450;1440;465;3;1805;1805
11451;1440;466;3;1805;1805
11452;1440;467;3;1805;1805
11453;1440;468;3;1805;1805
11454;1440;511;3;1805;1805
11455;1440;512;3;1805;1805
11456;1440;513;3;1805;1805
11457;1440;515;3;1805;1805
11458;1440;516;3;1805;1805
11459;1440;517;3;1805;1805
11460;1440;518;3;1805;1805
11461;1440;519;3;1805;1805
11462;1440;521;3;1805;1805
11463;1440;522;3;1805;1805
11464;1440;523;3;1805;1805
11465;1440;524;3;1805;1805
11466;1440;563;3;1805;1805
11467;1440;564;3;1805;1805
11468;1440;566;3;1805;1805
11469;1440;567;3;1805;1805
11470;1440;568;3;1805;1805
11471;1440;569;3;1805;1805
11472;1440;570;3;1805;1805
11473;1440;571;3;1805;1805
11474;1440;572;3;1805;1805
11475;1440;573;3;1805;1805
11476;1440;574;3;1805;1805
11477;1440;575;3;1805;1805
11478;1440;614;3;1805;1805
11479;1440;615;3;1805;1805
11480;1440;616;3;1805;1805
11481;1440;617;3;1805;1805
11482;1440;618;3;1805;1805
11483;1440;619;3;1805;1805
11484;1440;620;3;1805;1805
11485;1440;621;3;1805;1805
11486;1440;622;3;1805;1805
11487;1440;623;3;1805;1805
11488;1440;624;3;1805;1805
11489;1440;625;3;1805;1805
11490;1440;626;3;1805;1805
11491;1440;667;3;1805;1805
11492;1440;668;3;1805;1805
11493;1440;670;3;1805;1805
11494;1440;671;3;1805;1805
11495;1440;672;3;1805;1805
11496;1440;673;3;1805;1805
11497;1440;674;3;1805;1805
11498;1440;675;3;1805;1805
11499;1440;676;3;1805;1805
11500;1440;719;3;1805;1805
11501;1440;720;3;1805;1805
11502;1440;721;3;1805;1805
11503;1440;722;3;1805;1805
11504;1440;723;3;1805;1805
11505;1440;770;3;1805;1805
11506;1440;771;3;1805;1805
11507;1440;772;3;1805;1805
11508;1440;773;3;1805;1805
11509;1440;774;3;1805;1805
11510;1440;821;3;1805;1805
11511;1440;822;3;1805;1805
11512;1440;824;3;1805;1805
11513;1440;825;3;1805;1805
11514;1441;926;3;1805;1806
11515;1441;977;3;1805;1806
11516;1441;978;3;1805;1806
11517;1441;981;3;1805;1806
11518;1441;1029;3;1805;1806
11519;1441;1030;3;1805;1806
11520;1441;1031;3;1805;1806
11521;1441;1032;3;1805;1806
11522;1441;1080;3;1805;1806
11523;1441;1081;3;1805;1806
11524;1441;1082;3;1805;1806
11525;1441;1083;3;1805;1806
11526;1441;1131;3;1805;1806
11527;1441;1132;3;1805;1806
11528;1441;1133;3;1805;1806
11529;1441;1134;3;1805;1806
11530;1441;1135;3;1805;1806
11531;1441;1136;3;1805;1806
11532;1441;1137;3;1805;1806
11533;1441;1182;3;1805;1806
11534;1441;1183;3;1805;1806
11535;1441;1185;3;1805;1806
11536;1441;1186;3;1805;1806
11537;1441;1187;3;1805;1806
11538;1441;1188;3;1805;1806
11539;1441;1236;3;1805;1806
11540;1441;1237;3;1805;1806
11541;1441;1238;3;1805;1806
11542;1441;1239;3;1805;1806
11543;1442;678;3;1805;1806
11544;1442;679;3;1805;1806
11545;1442;724;3;1805;1806
11546;1442;725;3;1805;1806
11547;1442;726;3;1805;1806
11548;1442;727;3;1805;1806
11549;1442;728;3;1805;1806
11550;1442;729;3;1805;1806
11551;1442;730;3;1805;1806
11552;1442;731;3;1805;1806
11553;1442;775;3;1805;1806
11554;1442;776;3;1805;1806
11555;1442;777;3;1805;1806
11556;1442;778;3;1805;1806
11557;1442;779;3;1805;1806
11558;1442;780;3;1805;1806
11559;1442;781;3;1805;1806
11560;1442;782;3;1805;1806
11561;1442;783;3;1805;1806
11562;1442;784;3;1805;1806
11563;1442;826;3;1805;1806
11564;1442;827;3;1805;1806
11565;1442;828;3;1805;1806
11566;1442;829;3;1805;1806
11567;1442;830;3;1805;1806
11568;1442;831;3;1805;1806
11569;1442;832;3;1805;1806
11570;1442;833;3;1805;1806
11571;1442;834;3;1805;1806
11572;1442;835;3;1805;1806
11573;1442;836;3;1805;1806
11574;1442;881;3;1805;1806
11575;1442;882;3;1805;1806
11576;1442;883;3;1805;1806
11577;1442;884;3;1805;1806
11578;1442;885;3;1805;1806
11579;1442;886;3;1805;1806
11580;1442;887;3;1805;1806
11581;1442;888;3;1805;1806
11582;1442;922;3;1805;1806
11583;1442;932;3;1805;1806
11584;1442;933;3;1805;1806
11585;1442;934;3;1805;1806
11586;1442;935;3;1805;1806
11587;1442;936;3;1805;1806
11588;1443;825;3;1805;1806
11589;1443;826;3;1805;1806
11590;1443;875;3;1805;1806
11591;1443;876;3;1805;1806
11592;1443;877;3;1805;1806
11593;1443;878;3;1805;1806
11594;1443;879;3;1805;1806
11595;1443;925;3;1805;1806
11596;1443;926;3;1805;1806
11597;1443;927;3;1805;1806
11598;1443;928;3;1805;1806
11599;1443;929;3;1805;1806
11600;1443;930;3;1805;1806
11601;1443;932;3;1805;1806
11602;1443;934;3;1805;1806
11603;1443;935;3;1805;1806
11604;1443;977;3;1805;1806
11605;1443;978;3;1805;1806
11606;1443;979;3;1805;1806
11607;1443;980;3;1805;1806
11608;1443;981;3;1805;1806
11609;1443;982;3;1805;1806
11610;1443;983;3;1805;1806
11611;1443;984;3;1805;1806
11612;1443;985;3;1805;1806
11613;1443;986;3;1805;1806
11614;1443;1030;3;1805;1806
11615;1443;1031;3;1805;1806
11616;1443;1032;3;1805;1806
11617;1443;1033;3;1805;1806
11618;1443;1034;3;1805;1806
11619;1443;1035;3;1805;1806
11620;1443;1036;3;1805;1806
11621;1443;1037;3;1805;1806
11622;1443;1083;3;1805;1806
11623;1443;1084;3;1805;1806
11624;1443;1085;3;1805;1806
11625;1443;1086;3;1805;1806
11626;1443;1136;3;1805;1806
11627;1443;1137;3;1805;1806
11628;1444;930;3;1806;1806
11629;1444;931;3;1806;1806
11630;1444;932;3;1806;1806
11631;1444;933;3;1806;1806
11632;1444;981;3;1806;1806
11633;1444;1031;3;1806;1806
11634;1444;1032;3;1806;1806
11635;1444;1082;3;1806;1806
11636;1444;1083;3;1806;1806
11637;1444;1135;3;1806;1806
11638;1445;218;3;1806;1809
11639;1445;219;3;1806;1809
11640;1445;220;3;1806;1809
11641;1445;265;3;1806;1809
11642;1445;266;3;1806;1809
11643;1445;267;3;1806;1809
11644;1445;268;3;1806;1809
11645;1445;269;3;1806;1809
11646;1445;270;3;1806;1809
11647;1445;271;3;1806;1809
11648;1445;272;3;1806;1809
11649;1445;273;3;1806;1809
11650;1445;274;3;1806;1809
11651;1445;275;3;1806;1809
11652;1445;316;3;1806;1809
11653;1445;318;3;1806;1809
11654;1445;319;3;1806;1809
11655;1445;320;3;1806;1809
11656;1445;321;3;1806;1809
11657;1445;322;3;1806;1809
11658;1445;323;3;1806;1809
11659;1445;324;3;1806;1809
11660;1445;326;3;1806;1809
11661;1445;368;3;1806;1809
11662;1445;369;3;1806;1809
11663;1445;370;3;1806;1809
11664;1445;371;3;1806;1809
11665;1445;372;3;1806;1809
11666;1445;373;3;1806;1809
11667;1445;374;3;1806;1809
11668;1445;375;3;1806;1809
11669;1445;417;3;1806;1809
11670;1445;418;3;1806;1809
11671;1445;419;3;1806;1809
11672;1445;420;3;1806;1809
11673;1445;468;3;1806;1809
11674;1445;469;3;1806;1809
11675;1445;470;3;1806;1809
11676;1445;471;3;1806;1809
11677;1445;472;3;1806;1809
11678;1445;511;3;1806;1809
11679;1445;512;3;1806;1809
11680;1445;521;3;1806;1809
11681;1445;522;3;1806;1809
11682;1445;523;3;1806;1809
11683;1445;526;3;1806;1809
11684;1445;528;3;1806;1809
11685;1445;529;3;1806;1809
11686;1445;572;3;1806;1809
11687;1445;573;3;1806;1809
11688;1445;574;3;1806;1809
11689;1445;614;3;1806;1809
11690;1445;615;3;1806;1809
11691;1445;616;3;1806;1809
11692;1445;617;3;1806;1809
11693;1445;624;3;1806;1809
11694;1445;625;3;1806;1809
11695;1445;628;3;1806;1809
11696;1445;629;3;1806;1809
11697;1445;630;3;1806;1809
11698;1445;719;3;1806;1809
11699;1445;720;3;1806;1809
11700;1445;770;3;1806;1809
11701;1445;771;3;1806;1809
11702;1445;772;3;1806;1809
11703;1445;773;3;1806;1809
11704;1445;820;3;1806;1809
11705;1445;821;3;1806;1809
11706;1445;822;3;1806;1809
11707;1445;823;3;1806;1809
11708;1445;824;3;1806;1809
11709;1445;825;3;1806;1809
11710;1445;871;3;1806;1809
11711;1445;872;3;1806;1809
11712;1445;873;3;1806;1809
11713;1445;991;3;1806;1809
11714;1445;1042;3;1806;1809
11715;1445;1043;3;1806;1809
11716;1445;1044;3;1806;1809
11717;1445;1094;3;1806;1809
11718;1445;1095;3;1806;1809
11719;1445;1096;3;1806;1809
11720;1445;1142;3;1806;1809
11721;1445;1145;3;1806;1809
11722;1445;1146;3;1806;1809
11723;1445;1147;3;1806;1809
11724;1445;1193;3;1806;1809
11725;1445;1194;3;1806;1809
11726;1445;1238;3;1806;1809
11727;1445;1239;3;1806;1809
11728;1445;1289;3;1806;1809
11729;1445;1290;3;1806;1809
11730;1446;464;3;1809;1810
11731;1446;465;3;1809;1810
11732;1446;514;3;1809;1810
11733;1446;515;3;1809;1810
11734;1446;516;3;1809;1810
11735;1446;517;3;1809;1810
11736;1446;518;3;1809;1810
11737;1446;519;3;1809;1810
11738;1446;520;3;1809;1810
11739;1446;521;3;1809;1810
11740;1446;522;3;1809;1810
11741;1446;524;3;1809;1810
11742;1446;565;3;1809;1810
11743;1446;566;3;1809;1810
11744;1446;567;3;1809;1810
11745;1446;568;3;1809;1810
11746;1446;569;3;1809;1810
11747;1446;570;3;1809;1810
11748;1446;571;3;1809;1810
11749;1446;572;3;1809;1810
11750;1446;573;3;1809;1810
11751;1446;574;3;1809;1810
11752;1446;575;3;1809;1810
11753;1446;576;3;1809;1810
11754;1446;616;3;1809;1810
11755;1446;617;3;1809;1810
11756;1446;618;3;1809;1810
11757;1446;619;3;1809;1810
11758;1446;620;3;1809;1810
11759;1446;621;3;1809;1810
11760;1446;622;3;1809;1810
11761;1446;623;3;1809;1810
11762;1446;624;3;1809;1810
11763;1446;625;3;1809;1810
11764;1446;626;3;1809;1810
11765;1446;627;3;1809;1810
11766;1446;668;3;1809;1810
11767;1446;669;3;1809;1810
11768;1446;670;3;1809;1810
11769;1446;671;3;1809;1810
11770;1446;672;3;1809;1810
11771;1446;673;3;1809;1810
11772;1446;675;3;1809;1810
11773;1446;676;3;1809;1810
11774;1446;677;3;1809;1810
11775;1446;678;3;1809;1810
11776;1446;719;3;1809;1810
11777;1446;720;3;1809;1810
11778;1446;721;3;1809;1810
11779;1446;723;3;1809;1810
11780;1446;729;3;1809;1810
11781;1446;771;3;1809;1810
11782;1446;772;3;1809;1810
11783;1446;773;3;1809;1810
11784;1446;823;3;1809;1810
11785;1446;824;3;1809;1810
11786;1447;562;2;1813;1863
11787;1447;563;2;1813;1863
11788;1447;614;2;1813;1863
11789;1447;615;2;1813;1863
11790;1447;719;2;1813;1863
11791;1447;770;2;1813;1863
11792;1447;821;2;1813;1863
11793;1447;872;2;1813;1863
11794;1447;923;2;1813;1863
11795;1447;924;2;1813;1863
11796;1447;975;2;1813;1863
11797;1447;1289;2;1813;1863
11798;1448;511;1;1856;1856
11799;1448;512;1;1856;1856
11800;1448;562;1;1856;1856
11801;1448;563;1;1856;1856
11802;1448;614;1;1856;1856
11803;1448;615;1;1856;1856
11804;1449;204;1;1848;1849
11805;1449;206;1;1848;1849
11806;1449;258;1;1848;1849
11807;1449;261;1;1848;1849
11808;1449;293;1;1848;1849
11809;1449;294;1;1848;1849
11810;1449;317;1;1848;1849
11811;1449;318;1;1848;1849
11812;1449;319;1;1848;1849
11813;1449;359;1;1848;1849
11814;1449;365;1;1848;1849
11815;1449;369;1;1848;1849
11816;1449;370;1;1848;1849
11817;1449;371;1;1848;1849
11818;1449;410;1;1848;1849
11819;1449;462;1;1848;1849
11820;1449;511;1;1848;1849
11821;1449;512;1;1848;1849
11822;1449;515;1;1848;1849
11823;1449;517;1;1848;1849
11824;1449;523;1;1848;1849
11825;1449;562;1;1848;1849
11826;1449;563;1;1848;1849
11827;1449;567;1;1848;1849
11828;1449;570;1;1848;1849
11829;1449;571;1;1848;1849
11830;1449;573;1;1848;1849
11831;1449;614;1;1848;1849
11832;1449;615;1;1848;1849
11833;1449;616;1;1848;1849
11834;1449;617;1;1848;1849
11835;1449;618;1;1848;1849
11836;1449;669;1;1848;1849
11837;1449;719;1;1848;1849
11838;1449;1080;1;1848;1849
11839;1450;884;1;1848;1848
11840;1450;935;1;1848;1848
11841;1452;52;2;1848;1848
11842;1452;204;2;1848;1848
11843;1452;205;2;1848;1848
11844;1452;256;2;1848;1848
11845;1452;306;2;1848;1848
11846;1452;315;2;1848;1848
11847;1452;316;2;1848;1848
11848;1452;317;2;1848;1848
11849;1452;318;2;1848;1848
11850;1452;319;2;1848;1848
11851;1452;357;2;1848;1848
11852;1452;359;2;1848;1848
11853;1452;369;2;1848;1848
11854;1452;370;2;1848;1848
11855;1452;371;2;1848;1848
11856;1452;410;2;1848;1848
11857;1452;411;2;1848;1848
11858;1452;462;2;1848;1848
11859;1452;511;2;1848;1848
11860;1452;512;2;1848;1848
11861;1452;523;2;1848;1848
11862;1452;562;2;1848;1848
11863;1452;563;2;1848;1848
11864;1452;567;2;1848;1848
11865;1452;570;2;1848;1848
11866;1452;571;2;1848;1848
11867;1452;615;2;1848;1848
11868;1452;617;2;1848;1848
11869;1452;624;2;1848;1848
11870;1452;626;2;1848;1848
11871;1452;668;2;1848;1848
11872;1452;721;2;1848;1848
11873;1453;847;2;1820;1820
11874;1453;934;2;1820;1820
11875;1453;935;2;1820;1820
11876;1453;979;2;1820;1820
11877;1453;1036;2;1820;1820
11878;1453;1037;2;1820;1820
11879;1453;1081;2;1820;1820
11880;1453;1083;2;1820;1820
11881;1453;1094;2;1820;1820
